2.181	5.039	-2.554	0.397	0.297	0.053	65517	105	65465
1.425	6.873	-2.88	0.31	0.08	0.078	65517	105	65465
4.777	10.21	-2.464	0.152	0.18	0.032	65517	105	65465
2.287	10.153	-2.873	0.136	0.477	0.076	65517	105	65465
1.662	5.756	-3.069	0.168	0.642	0.002	10	90	65448
0.978	10.28	0.391	0.204	0.549	0.199	10	90	65448
1.716	11.19	-1.207	0.377	0.243	0.21	10	90	65448
0.682	9.498	0.699	0.479	0.1	0.213	10	90	65448
0.828	7.653	0.845	0.587	0.09	0.363	10	90	65448
0.586	5.64	0.439	0.83	0.15	0.51	14	116	65444
6.021	-2.337	-4.738	-1.15	0.027	0.415	14	116	65444
0.93	17.642	0.384	0.423	0.405	0.087	14	116	65444
-6.056	8.506	0.247	0.396	0.559	0.07	14	116	65444
-2.044	7.159	0.378	0.247	0.119	0.021	14	116	65444
-1.586	11.185	0.566	0.109	0.015	0.031	28	86	65440
-4.916	7.068	0.496	0.09	0.051	0.024	28	86	65440
-1.357	9.215	-2.659	0.249	0.286	0.031	28	86	65440
-2.138	11.563	0.97	0.36	0.289	0.094	28	86	65440
-1.796	10.287	0.569	0.179	0.283	0.198	28	86	65440
0.999	10.247	0.815	0.106	0.129	0.242	65526	116	65462
0.847	12	0.5	0.038	0.005	0.444	65526	116	65462
-3.362	5.285	-2.067	0.27	0.289	0.452	65526	116	65462
-3.296	5.556	-2.006	0.331	0.176	0.165	65526	116	65462
3.199	12.431	1.082	0.019	0.329	0.062	65526	116	65462
3.343	10.966	-1.705	0.154	0.379	0.104	65523	109	65467
2.811	11.894	-1.233	0.25	0.01	0.111	65523	109	65467
1.659	10.65	-1.642	0.286	0.103	0.233	65523	109	65467
1.532	11.895	0.849	0.52	0.287	0.164	65534	98	65460
1.519	9.459	0.864	0.613	0.395	0.011	65534	98	65460
1.088	10.141	0.706	0.536	0.389	0.102	65534	98	65460
0.825	10.412	-2.296	0.395	0.315	0.216	65534	98	65460
0.75	8.415	0.496	0.231	0.227	0.397	65534	98	65460
0.757	7.852	0.727	0.003	0.08	0.502	24	108	65442
4.975	6.71	-6.315	0.156	0.063	0.519	24	108	65442
-3.514	14.308	0.952	0.135	0.433	0.081	24	108	65442
-5.333	6.883	-2.673	0.28	0.546	0.216	24	108	65442
-2.995	5.898	-2.499	0.338	0.477	0.091	24	108	65442
-3.253	9.166	-2.351	0.006	0.32	0.122	65534	86	65442
-5.245	10.195	-1.532	0.076	0.115	0.261	65534	86	65442
-2.937	12.091	0.694	0.559	0.161	0.166	65534	86	65442
-1.656	8.756	0.227	0.839	0.298	0.045	65534	86	65442
0.086	11.007	0.636	0.766	0.402	0.13	65534	86	65442
-2.255	9.56	-1.584	0.533	0.307	0.232	31	123	65441
-1.533	9.87	-1.162	0.405	0.335	0.191	31	123	65441
0.192	7.52	0.905	0.383	0.422	0.216	31	123	65441
3.554	8.139	-1.963	0.47	0.589	0.211	31	123	65441
3.069	11.644	-2.864	0.834	0.376	0.075	31	123	65441
5.41	10.083	-2.783	0.823	0.163	0.094	20	110	65442
1.522	9.679	-1.46	0.691	0.723	0.027	20	110	65442
2.025	6.95	-3.894	0.654	0.764	0.095	20	110	65442
1.698	8.738	-3.7	0.949	0.807	0.135	20	110	65442
3.043	6.436	-5.185	1.285	0.914	0.075	20	110	65442
-2.254	9.442	-3.418	1.5	1.105	0.164	65519	99	65455
0.278	6.187	-4.011	1.427	0.856	0.199	65519	99	65455
0.41	9.107	-1.595	1.538	0.456	0.048	65519	99	65455
3.139	6.491	-1.947	1.414	0.364	0.098	65519	99	65455
0.126	10.014	-2.442	1.326	0.547	0.167	65519	99	65455
-1.115	6.815	-3.576	1.094	0.488	0.226	27	115	65429
2.565	8.9	-5.825	1.056	0.27	0.251	27	115	65429
1.237	12.995	-4.965	1.222	0.782	0.028	27	115	65429
-3.1	9.501	-8.118	0.559	0.96	0.215	27	115	65429
-4.497	10.49	-2.482	0.471	0.322	0.101	27	115	65429
0.021	5.64	-7.285	0.743	0.382	0.055	70	88	65416
0.274	5.79	-6.524	0.901	0.44	0.14	70	88	65416
-1.594	5.493	-6.093	0.947	0.42	0.129	70	88	65416
0.316	6.593	-4.092	1.049	0.272	0.075	70	88	65416
0.921	5.184	-5.528	0.981	0.08	0.153	70	88	65416
0.867	5.469	-4.934	1	0.196	0.198	39	77	65439
0.435	12.849	-3.811	1.014	0.137	0.258	39	77	65439
-1.192	14.196	-6.925	1.186	0.263	0.31	39	77	65439
1.877	10.533	-5.151	1.234	0.608	0.475	39	77	65439
3.178	10.706	-8.026	0.963	0.541	0.542	39	77	65439
3.009	8.404	-5.058	0.643	0.242	0.465	17	97	65455
2.245	2.979	-7.319	0.37	0.11	0.497	17	97	65455
1.584	2.92	-6.129	0.595	0.453	0.548	17	97	65455
0.396	5.365	-6.728	0.893	0.61	0.497	17	97	65455
0.232	6.324	-7.096	1.083	0.636	0.55	17	97	65455
-1.186	5.534	-7.167	1.211	0.468	0.544	54	110	65448
0.46	8.435	-6.117	1.191	0.227	0.479	54	110	65448
-1.295	6.436	-8.898	0.809	0.048	0.491	54	110	65448
1.951	0.404	-16.28	0.72	0.019	0.54	54	110	65448
0.071	7.803	-8.001	1.594	0.905	0.511	54	110	65448
-2.219	7.408	-6.837	1.357	0.814	0.348	46	92	65468
-2.561	7.486	-7.37	1.196	0.9	0.348	46	92	65468
-1.653	4.485	-7.793	0.705	0.852	0.359	46	92	65468
-2.047	3.161	-8.743	0.548	0.635	0.302	46	92	65468
-1.663	2.02	-8.512	0.726	0.287	0.215	46	92	65468
0.582	2.342	-7.747	1.059	0.067	0.111	88	98	65446
0.172	3.027	-8.118	1.218	0.091	0.071	88	98	65446
0.005	3.754	-8.249	1.229	0.043	0.026	88	98	65446
0.246	3.147	-8.586	1.228	0.213	0.008	88	98	65446
0.286	2.424	-9.099	1.276	0.318	0.018	88	98	65446
-1.185	2.251	-10.121	1.329	0.261	0.049	91	103	65449
1.187	3.865	-9.519	1.312	0.16	0.029	91	103	65449
1.057	1.802	-11.04	1.158	0.539	0.087	91	103	65449
0.348	0.764	-11.723	1.237	0.329	0.13	91	103	65449
0.408	2.047	-11.233	1.219	0.121	0.102	91	103	65449
1.283	1.482	-11.601	1.005	0.399	0.059	99	105	65457
2.038	1.792	-11.545	0.86	0.39	0.125	99	105	65457
0.95	2.244	-11.188	0.762	0.083	0.222	99	105	65457
0.061	2.221	-10.447	0.577	0.185	0.332	99	105	65457
0.082	1.977	-10.138	0.392	0.289	0.404	99	105	65457
-1.527	1.646	-9.724	0.413	0.313	0.398	110	104	65464
-1.242	1.38	-9.296	0.448	0.137	0.337	110	104	65464
0.208	0.733	-9.967	0.466	0.029	0.228	110	104	65464
-1.346	0.893	-9.574	0.566	0.113	0.149	110	104	65464
-2.707	3.226	-8.78	0.506	0.328	0.035	110	104	65464
3.813	1.019	-11.555	0.51	0.51	0.095	110	100	65464
0.671	2.025	-9.931	0.533	0.023	0.007	110	100	65464
0.511	1.191	-11.119	0.307	0.145	0.125	110	100	65464
0.165	0.629	-11.365	0.165	0.128	0.142	110	100	65464
0.774	0.421	-11.038	0.142	0.055	0.071	110	100	65464
0.13	1.051	-9.968	0.075	0.016	0.057	120	100	65468
0.44	0.75	-9.746	0.001	0.043	0.031	120	100	65468
-1.12	0.342	-9.934	0.038	0.031	0.021	120	100	65468
0.222	0.487	-9.712	0.083	0.095	0.083	120	100	65468
0.153	0.808	-9.66	0.069	0.12	0.122	120	100	65468
0.191	0.426	-9.447	0.081	0.058	0.129	121	93	65461
0.034	0.278	-9.871	0.144	0.038	0.132	121	93	65461
0.025	1.8	-9.385	0.189	0.077	0.152	121	93	65461
0.313	1.051	-9.823	0.141	0.079	0.124	121	93	65461
0.045	0.563	-9.872	0.114	0.031	0.094	121	93	65461
0.305	0.308	-10.15	0.156	0.035	0.084	119	97	65459
0.247	0.27	-10.39	0.168	0.116	0.093	119	97	65459
0.427	0.48	-10.363	0.102	0.129	0.09	119	97	65459
0.073	0.641	-10.032	0.067	0.062	0.061	119	97	65459
0.159	0.602	-9.968	0.055	0.026	0.009	119	97	65459
0.266	0.624	-9.919	0.042	0.014	0.007	122	98	65460
0.451	0.525	-10.444	0.009	0.024	0.01	122	98	65460
0.237	0.204	-10.138	0.045	0.051	0.025	122	98	65460
0.483	0.787	-10.235	0.02	0.1	0.035	122	98	65460
0.32	0.313	-10.022	0.015	0.141	0.018	122	98	65460
0.38	0.173	-10.129	0.007	0.049	0	128	94	65456
0.202	0.203	-10.132	0.009	0	0.035	128	94	65456
0.282	0.56	-9.955	0.019	0.003	0.039	128	94	65456
0.277	0.682	-9.776	0.054	0.006	0.023	128	94	65456
0.282	0.125	-10.09	0.073	0.004	0.01	128	94	65456
0.497	0.116	-10.001	0.045	0.009	0.005	126	90	65452
0.266	0.543	-9.724	0.052	0.01	0.018	126	90	65452
0.333	0.755	-9.613	0.064	0.01	0.02	126	90	65452
0.24	0.113	-9.967	0.055	0.001	0.002	126	90	65452
0.215	0.058	-10.044	0.036	0.016	0.012	126	90	65452
0.049	0.524	-9.807	0.046	0.004	0.013	127	91	65447
0.317	0.594	-9.86	0.063	0.041	0.034	127	91	65447
0.217	0.251	-9.894	0.055	0.021	0.034	127	91	65447
0.304	0.135	-10.128	0.045	0.008	0.033	127	91	65447
0.348	0.675	-9.698	0.017	0.017	0.035	127	91	65447
0.209	0.678	-9.716	0.046	0.005	0.032	129	91	65437
0.329	0.544	-9.689	0.058	0.003	0.027	129	91	65437
0.35	0.215	-9.992	0.013	0.001	0.019	129	91	65437
0.056	0.396	-9.973	0.013	0.026	0.002	129	91	65437
0.189	0.511	-9.743	0.035	0.022	0.009	129	91	65437
0.395	0.537	-9.797	0.047	0.021	0.016	130	94	65436
0.292	0.366	-9.725	0.009	0.039	0.04	130	94	65436
0.493	0.366	-9.87	0.016	0.017	0.02	130	94	65436
0.482	0.566	-9.805	0.006	0.025	0	130	94	65436
0.011	0.219	-9.374	0.005	0.02	0.007	130	94	65436
0.005	0.458	-10.03	0.021	0.061	0.021	134	88	65438
0.227	0.634	-9.787	0.033	0.07	0.036	134	88	65438
0.098	0.572	-9.779	0.012	0.049	0.024	134	88	65438
0.149	0.283	-9.843	0.02	0.002	0.002	134	88	65438
0.351	0.179	-10.053	0.052	0.009	0.001	134	88	65438
0.283	0.344	-10.104	0.042	0.032	0.005	138	92	65430
0.084	0.393	-10	0.019	0.025	0.011	138	92	65430
0.234	0.272	-9.973	0.02	0.002	0.004	138	92	65430
0.572	0.161	-9.92	0.013	0.016	0.004	138	92	65430
0.098	0.16	-9.982	0.011	0.038	0.025	138	92	65430
0.398	0.25	-10.068	0.027	0.015	0.022	144	86	65430
0.245	0.517	-9.721	0.002	0.019	0.019	144	86	65430
0.524	0.104	-10.014	0.034	0.01	0.027	144	86	65430
0.501	0.098	-9.94	0.013	0.02	0.037	144	86	65430
0.393	0.423	-9.894	0.021	0.001	0.025	144	86	65430
0.45	0.446	-9.862	0.024	0.005	0.008	143	87	65427
0.149	0.278	-9.921	0.023	0.016	0.003	143	87	65427
0.48	0.172	-9.83	0	0.023	0.005	143	87	65427
0.353	0.187	-9.798	0	0.039	0.004	143	87	65427
0.284	0.253	-9.859	0.006	0.045	0.003	143	87	65427
0.219	0.198	-9.944	0.003	0.068	0.015	148	88	65428
0.264	0.129	-9.917	0.023	0.082	0.012	148	88	65428
0.201	0.147	-9.641	0.027	0.05	0.026	148	88	65428
0.457	0.123	-9.683	0.02	0.008	0.062	148	88	65428
0.677	0.185	-9.864	0.064	0.011	0.072	148	88	65428
0.209	0.087	-10.123	0.059	0.069	0.054	150	90	65424
0.009	0.004	-10.02	0.038	0.092	0.038	150	90	65424
0.227	0.162	-9.872	0.033	0.037	0.051	150	90	65424
0.622	0.269	-9.873	0.039	0	0.073	150	90	65424
0.572	0.3	-9.763	0.039	0.017	0.086	150	90	65424
0.403	0.021	-10.062	0.024	0.039	0.072	151	91	65429
0.533	0.049	-9.834	0.021	0.034	0.06	151	91	65429
0.493	0.099	-10.048	0.006	0.045	0.057	151	91	65429
0.429	0.231	-9.984	0.029	0.027	0.063	151	91	65429
0.453	0.094	-10.034	0.026	0.01	0.058	151	91	65429
0.506	0.011	-10.043	0.008	0.007	0.064	157	91	65427
0.721	0.16	-10.159	0.02	0.032	0.08	157	91	65427
0.727	0.256	-9.826	0.003	0.022	0.076	157	91	65427
0.603	0.005	-9.889	0.038	0	0.044	157	91	65427
0.654	0.083	-9.993	0.055	0.011	0.026	157	91	65427
0.707	0.055	-10.042	0.026	0.001	0.022	154	92	65418
0.298	0.359	-9.722	0.024	0.022	0.021	154	92	65418
0.56	0.046	-9.967	0.061	0.018	0.018	154	92	65418
0.572	0.126	-9.797	0.055	0.031	0.016	154	92	65418
0.579	0.061	-10.085	0.041	0.005	0.002	154	92	65418
0.319	0.384	-9.679	0.022	0.014	0.002	159	89	65415
3.882	7.784	0.78	0.376	0.657	0.182	13	91	65499
2.504	7.558	0.262	0.075	0.287	0.082	15	113	65493
4.37	12.073	0.301	0.165	0.178	0.098	15	113	65493
1.446	11.887	0.484	0.28	0.076	0.227	15	113	65493
1.121	9.556	-1.358	0.402	0.305	0.1	15	113	65493
2.819	9.66	0.09	0.432	0.397	0.029	15	113	65493
1.009	10.204	-1.446	0.351	0.44	0.001	65531	107	65507
0.372	9.565	0.93	0.335	0.308	0.122	65531	107	65507
0.669	7.198	0.154	0.235	0.192	0.325	65531	107	65507
-2.492	7.533	0.219	0.068	0.054	0.397	65531	107	65507
0.846	17.821	-3.232	0.085	0.121	0.281	65531	107	65507
-5.698	15.517	0.387	0.036	0.26	0.196	10	100	65502
-2.322	3.525	-3.333	0.438	0.291	0.066	10	100	65502
-2.706	7.635	-2.149	0.099	0.312	0.115	10	100	65502
-4.905	10.751	-2.091	0.014	0.177	0.046	10	100	65502
-3.697	7.037	-2.743	0.122	0.053	0.146	10	100	65502
-1.272	12.901	0.061	0.365	0.242	0.128	30	118	65492
-3.444	10.478	-1.028	0.338	0.267	0.025	30	118	65492
-2.05	11.317	-1.786	0.157	0.348	0.139	30	118	65492
-1.683	10.05	-1.669	0.099	0.227	0.225	30	118	65492
0.05	3.918	-2.445	0.276	0.127	0.431	30	118	65492
1.174	9.257	0.864	0.535	0.112	0.503	29	89	65489
-1.643	9.891	-5.333	0.698	0.263	0.205	29	89	65489
3.416	13.443	-2.448	0.179	0.486	0.024	29	89	65489
2.36	8.953	0.638	0.493	0.697	0.058	29	89	65489
0.324	7.074	-1.589	0.226	0.49	0.138	29	89	65489
4.353	11.076	-1.053	0.014	0.326	0.023	28	112	65488
2.318	10.769	0.231	0.18	0.072	0.196	28	112	65488
0.621	11.116	-1.177	0.267	0.265	0.215	28	112	65488
2.106	9.066	-1.125	0.339	0.444	0.02	28	112	65488
1.745	9.398	-1.337	0.329	0.475	0.022	28	112	65488
0.92	9.536	-1.939	0.25	0.338	0.051	65523	109	65513
1.024	8.672	-1.203	0.096	0.125	0.273	65523	109	65513
0.751	7.321	0.108	0.007	0.024	0.392	65523	109	65513
0.357	6.665	-1.532	0.209	0.186	0.455	65523	109	65513
2.534	19.572	-2.798	0.037	0.152	0.276	65523	109	65513
-5.067	10.026	1.663	0.056	0.338	0.104	11	89	65497
-3.105	6.531	-1.985	0.421	0.261	0.093	11	89	65497
-2.64	8.826	-2.049	0.114	0.35	0.115	11	89	65497
-5.377	10.12	-2.102	0.041	0.202	0.049	11	89	65497
-1.59	6.253	-4.156	0.08	0.073	0.156	11	89	65497
-1.884	7.757	-1.23	0.36	0.213	0.114	32	108	65492
-2.832	10.414	0.422	0.308	0.268	0.034	32	108	65492
-2.531	11.737	-2.238	0.122	0.354	0.15	32	108	65492
-1.452	9.855	0.296	0.066	0.235	0.208	32	108	65492
-1.424	12.175	0.55	0.215	0.015	0.465	32	108	65492
0.609	7.782	3.217	0.4	0.186	0.514	20	94	65488
0.831	13.877	-1.32	0.77	0.201	0.197	20	94	65488
2.529	15.83	0.415	0.339	0.343	0.078	20	94	65488
3.27	7.807	0.689	0.512	0.687	0.072	20	94	65488
1.152	6.341	-1.489	0.318	0.511	0.136	20	94	65488
3.995	10.272	-1.285	0.028	0.336	0.011	31	107	65483
3.052	8.694	-1.262	0.123	0.241	0.184	31	107	65483
3.002	8.707	-1.731	0.244	0.05	0.202	31	107	65483
2.172	9.507	0.919	0.334	0.32	0.012	31	107	65483
2.159	9.597	0.46	0.277	0.428	0.041	31	107	65483
0.333	11.828	0.681	0.224	0.371	0.073	65526	104	65512
0.657	9.01	0.001	0.149	0.185	0.291	65526	104	65512
0.004	6.647	0.21	0.006	0.011	0.439	65526	104	65512
-2.542	8.214	0.339	0.13	0.221	0.487	65526	104	65512
0.451	16.916	-3.373	0.052	0.283	0.238	65526	104	65512
-7.262	4.83	0.531	0.029	0.22	0.12	12	96	65498
-2.182	10.245	0.707	0.3	0.044	0.1	12	96	65498
-1.624	8.848	0.975	0.098	0.111	0.124	12	96	65498
-4.908	12.638	-2.215	0.05	0.094	0.102	12	96	65498
0.859	6.85	-3.228	0.014	0.136	0.247	12	96	65498
-2.14	9.073	0.186	0.398	0.191	0.186	28	120	65490
-2.486	10.639	0.174	0.278	0.26	0.025	28	120	65490
-3.5	9.952	-2.187	0.235	0.216	0.064	28	120	65490
-1.528	9.94	0.701	0.05	0.15	0.101	28	120	65490
0.348	6.712	-1.414	0.201	0.033	0.289	28	120	65490
0.758	9.188	2.007	0.441	0.17	0.384	17	97	65493
-3.57	5.866	-4.424	0.834	0.385	0.16	17	97	65493
1.161	16.2	-1.144	0.26	0.266	0.029	17	97	65493
0.81	7.854	0.841	0.377	0.668	0.093	17	97	65493
1.709	7.763	-1.589	0.056	0.576	0.145	17	97	65493
2.961	8.075	0.243	0.305	0.227	0.044	41	113	65485
2.698	6.933	0.84	0.559	0.057	0.109	41	113	65485
0.628	8.726	0.778	0.777	0.338	0.102	41	113	65485
2.194	8.918	0.043	1.083	0.463	0.046	41	113	65485
1.723	9.894	1.1	1.198	0.605	0.125	41	113	65485
0.161	10.758	0.788	1.098	0.671	0.106	12	106	65500
-1.018	12.421	0.181	1.088	0.68	0.193	12	106	65500
0.924	10.184	0.67	0.988	0.68	0.386	12	106	65500
0.764	10.516	0.579	1.012	0.863	0.443	12	106	65500
0.666	6.989	-3.818	0.947	1.117	0.328	12	106	65500
-3.708	8.881	-3.558	1.033	1.379	0.21	24	110	65474
-3.889	9.206	-2.713	0.955	1.251	0.273	24	110	65474
-3.597	10.116	-3.332	0.886	0.948	0.293	24	110	65474
-1.048	11.963	0.524	0.87	0.614	0.213	24	110	65474
-2.404	9.573	-2.208	1.116	0.401	0.197	24	110	65474
0.314	7.611	-1.151	1.339	0.204	0.183	65532	94	65480
0.274	7.997	-3.208	1.241	0.337	0.096	65532	94	65480
0.474	8.665	-3.462	1.129	0.58	0.104	65532	94	65480
-4.132	7.362	-7.718	0.91	0.621	0.068	65532	94	65480
-3.518	11.901	-6.605	1.217	0.015	0.112	65532	94	65480
0.721	11.004	-6.544	1.137	0.724	0.343	20	104	65472
3.463	10.808	-2.146	0.952	0.752	0.397	20	104	65472
5.3	4.93	-1.27	0.725	0.06	0.215	20	104	65472
0.117	3.926	-5.754	1.196	0.828	0.245	20	104	65472
0.162	5.67	-6.392	1.305	0.862	0.29	20	104	65472
-1.686	5.392	-4.37	1.329	0.649	0.156	56	116	65468
-1.143	5.494	-7.665	1.521	0.579	0.117	56	116	65468
1.165	8.036	-6.47	1.675	0.523	0.171	56	116	65468
0.713	11.239	-4.991	1.618	0.532	0.245	56	116	65468
10.691	0.521	-15.841	1.071	0.633	0.262	56	116	65468
0.925	12.607	-8.095	1.779	1.531	0.05	59	117	65445
-1.192	6.654	-8.556	1.3	1.464	0.324	59	117	65445
-1.29	6.223	-6.816	1.392	1.303	0.487	59	117	65445
-4.135	5.728	-7.856	1.026	0.822	0.388	59	117	65445
0.526	5.498	-5.281	0.839	0.246	0.246	59	117	65445
0.362	6.251	-7.413	0.772	0.244	0.39	45	101	65457
0.53	4.534	-6.676	1.072	0.456	0.332	45	101	65457
1.015	4.639	-8.506	1.222	0.342	0.157	45	101	65457
1.323	5.64	-7.539	1.474	0.072	0.017	45	101	65457
0.672	6.095	-8.505	1.619	0.092	0.046	45	101	65457
-6.163	0.481	-16.495	1.399	0.081	0.123	73	67	65439
1.169	0.822	-9.361	1.747	0.715	0.149	73	67	65439
0.457	4.739	-8.348	1.463	-1.158	0.284	73	67	65439
0.829	1.947	-9.896	1.233	-1.129	0.539	73	67	65439
0.539	1.484	-10.861	1.14	-1.08	0.723	73	67	65439
2.171	3.026	-8.155	1.115	0.922	0.772	73	103	65437
0.762	2.333	-9.205	0.886	0.568	0.695	73	103	65437
0.593	1.867	-9.549	0.73	0.253	0.74	73	103	65437
0.11	2.758	-9.13	0.673	0.032	0.846	73	103	65437
0.104	1.343	-10.564	0.749	0.074	0.742	73	103	65437
0.381	1.297	-9.012	1.151	0.094	0.659	117	99	65445
0.982	0.021	-11.65	1.5	0.256	0.519	117	99	65445
5.062	4.28	-10.148	1.845	0.445	0.403	117	99	65445
-1.885	4.265	-10.618	1.669	0.67	0.28	117	99	65445
-1.234	-1.32	-10.182	1.216	0.414	0.01	117	99	65445
2.157	0.749	-12.86	0.989	0.403	0.129	114	82	65462
0.233	0.383	-10.109	0.962	0.786	0.121	114	82	65462
-2.337	1.192	-11.225	0.667	0.929	0.162	114	82	65462
-1.022	0.246	-11.073	0.32	0.732	0.159	114	82	65462
-7.305	2.889	-15.746	0.157	0.83	0.359	114	82	65462
-1.732	4.396	-10.062	0.064	0.107	0.197	135	113	65465
1.648	0.193	-12.49	0.132	0.192	0.239	135	113	65465
-1.661	1.204	-11.45	0.371	0.044	0.212	135	113	65465
-1.883	0.451	-11.411	0.581	0.087	0.277	135	113	65465
0.908	0.031	-10.772	0.783	0.011	0.252	135	113	65465
-1.572	1.562	-10.056	0.756	0.111	0.224	156	106	65458
-1.061	2.141	-9.641	0.595	0.175	0.27	156	106	65458
0.051	0.579	-10.072	0.405	0.203	0.235	156	106	65458
0.474	0.561	-9.452	0.227	0.238	0.017	156	106	65458
0.362	1.003	-10.607	0.108	0.178	0.086	156	106	65458
0.074	0.749	-9.639	0.101	0.047	0.025	110	100	65478
-1.225	0.554	-10.159	0.032	0.082	0.077	110	100	65478
0.43	0.472	-9.974	0.008	0.029	0.077	110	100	65478
0.24	0.113	-10.072	0.033	0.03	0.063	110	100	65478
0.43	0.002	-9.976	0.035	0.026	0.073	110	100	65478
0.198	0.129	-9.962	0.02	0.053	0.109	137	103	65475
0.033	0.101	-9.816	0	0.045	0.095	137	103	65475
0.58	0.094	-9.731	0.016	0.036	0.067	137	103	65475
0.471	0.398	-9.856	0.009	0.004	0.075	137	103	65475
0.22	0.681	-9.527	0	0.067	0.121	137	103	65475
0.057	0.165	-9.65	0.013	0.096	0.13	130	100	65480
0.067	0.113	-9.583	0.054	0.022	0.11	130	100	65480
0.021	0.609	-9.949	0.071	0.026	0.084	130	100	65480
0.438	0.215	-10.189	0.09	0.007	0.067	130	100	65480
0.016	0.067	-9.937	0.069	0.034	0.043	130	100	65480
0.035	0.044	-9.884	0.034	0	0.028	124	88	65478
0.039	0.357	-9.922	0.037	0.032	0.023	124	88	65478
0.396	0.325	-9.87	0.005	0.02	0.014	124	88	65478
0.202	0.339	-10.237	0.006	0.004	0	124	88	65478
0.204	0.36	-10.032	0.076	0.015	0.004	124	88	65478
0.366	0.138	-10.007	0.036	0.007	0.008	117	87	65479
0.489	0.292	-10.089	0.013	0.011	0.015	117	87	65479
0.288	0.478	-10.013	0.002	0.036	0.005	117	87	65479
0.336	0.383	-10.177	0.02	0.037	0.009	117	87	65479
0.312	0.35	-9.994	0.046	0.009	0.007	117	87	65479
0.578	0.433	-9.831	0.071	0.038	0.027	117	83	65479
0.527	0.397	-10.066	0.07	0.022	0.014	117	83	65479
0.21	0.189	-9.781	0.021	0.038	0.023	117	83	65479
0.47	0.235	-9.768	0.036	0.032	0.032	117	83	65479
0.399	0.456	-9.947	0.059	0.001	0.017	117	83	65479
